model,model_name,index,method,dimension,M,efConstruction,efSearch,nlist,nprobe,pq_m,pq_bits,build_sec,train_sec,add_sec,precision@1,precision@3,precision@5,precision@10,precision@20,precision@50,recall@1,recall@3,recall@5,recall@10,recall@20,recall@50,f1@1,f1@3,f1@5,f1@10,f1@20,f1@50,hit@1,hit@3,hit@5,hit@10,hit@20,hit@50,ndcg@1,ndcg@3,ndcg@5,ndcg@10,ndcg@20,ndcg@50,mrr,map,ann_recall@1,ann_recall@3,ann_recall@5,ann_recall@10,ann_recall@20,ann_recall@50,search_mean_ms,search_p50_ms,search_p95_ms,search_p99_ms
e5,intfloat/e5-base-v2,IVF_nlist256_nprobe8,IVF-Flat,768,,,,256.0,8.0,,,1.734260452999706,1.4760283159998835,0.2582321369998226,0.04885496183206107,0.028244274809160305,0.020458015267175573,0.013435114503816795,0.00816793893129771,0.004412213740458015,0.029228462377317337,0.04967345207803223,0.05672088937356113,0.07077594667538581,0.08397660098291035,0.11054295447674475,0.034063095513477186,0.03287432669112059,0.027434202777714235,0.020919549170092547,0.014190011416056645,0.008269933040746334,0.04885496183206107,0.08015267175572519,0.09389312977099237,0.11984732824427481,0.14045801526717558,0.17557251908396945,0.04885496183206107,0.0487205997463341,0.05087313629495223,0.05592791125088006,0.05992419566310675,0.06631570785872254,0.0711577387839398,0.044876466510938746,0.648854961832061,0.6320610687022901,0.6135877862595419,0.597557251908397,0.5803435114503817,0.5464732824427481,0.5837125000026452,0.5719559999306512,0.7776742500936962,0.8914822101564833
e5,intfloat/e5-base-v2,IVF_nlist64_nprobe64,IVF-Flat,768,,,,64.0,64.0,,,0.36619039200013503,0.2085913220000748,0.15759907000006024,0.07099236641221374,0.04452926208651399,0.03587786259541985,0.024122137404580152,0.015381679389312976,0.00833587786259542,0.04483490851811462,0.08061348457958248,0.10586551414458914,0.13662054261908327,0.16574810906456897,0.21543944827553332,0.05141315003910423,0.05297787030611458,0.04974713581583811,0.03864093799968384,0.026903676437980143,0.01565069559654556,0.07099236641221374,0.12137404580152672,0.15725190839694655,0.19770992366412213,0.23893129770992366,0.3061068702290076,0.07099236641221374,0.07652769919689519,0.08660767822677953,0.09753634631279208,0.10643850714713629,0.11844432229136584,0.11090410706646082,0.07847543089213381,1.0,1.0,1.0,1.0,1.0,0.999969465648855,20.479496899237457,20.397112000068773,21.187765049944574,22.07532673010064
bge,BAAI/bge-base-en-v1.5,IVF_nlist64_nprobe8,IVF-Flat,768,,,,64.0,8.0,,,0.4047558309998749,0.21640804200001185,0.18834778899986304,0.0648854961832061,0.040966921119592874,0.029923664122137407,0.020458015267175576,0.013053435114503818,0.0068396946564885505,0.03750749281901055,0.06985015970992856,0.07925797835438843,0.10605525581623707,0.13228751592254298,0.1660430733422225,0.043409167791745244,0.046729577952960843,0.039448643583129446,0.03175061570619889,0.022552448380822113,0.012789633015648182,0.0648854961832061,0.11450381679389313,0.13587786259541984,0.1717557251908397,0.2099236641221374,0.2595419847328244,0.0648854961832061,0.06809041999505566,0.07074649134523152,0.07982939415154472,0.08756424272624483,0.09581356311622277,0.10050557350046344,0.06302327141178816,0.8572519083969465,0.8478371501272264,0.8435114503816794,0.8225190839694656,0.8042366412213741,0.7739694656488548,2.618960182444911,2.5543670000161,3.6314486499577465,4.042762709996168
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist64_nprobe4,IVF-PQ,768,,,,64.0,4.0,48.0,8.0,12.413034198999867,9.496211351000056,2.9168228479998106,0.03435114503816794,0.025190839694656488,0.020763358778625954,0.013053435114503818,0.008740458015267176,0.004809160305343512,0.018899491094147583,0.040939382924115746,0.05783319342769509,0.06930265907655006,0.0875247741116422,0.11224159884755089,0.022326994464399043,0.028044474609360107,0.027719290014979286,0.020409439572586643,0.015090454762056057,0.008960434014895081,0.03435114503816794,0.06946564885496183,0.09694656488549619,0.11374045801526718,0.14732824427480917,0.18854961832061068,0.03435114503816794,0.03915127250969486,0.0453788749507824,0.04918725374596884,0.0549635412077653,0.061294997561652985,0.06145846954601773,0.03764333745772492,0.31068702290076333,0.361323155216285,0.38213740458015266,0.40625954198473285,0.4188549618320611,0.4301679389312978,0.36094342443840377,0.35820699986288673,0.45500270007323707,0.5694232501036823
bge,BAAI/bge-base-en-v1.5,IVF_nlist128_nprobe4,IVF-Flat,768,,,,128.0,4.0,,,0.6999369049999586,0.500947731999986,0.19898917299997265,0.05419847328244275,0.03206106870229008,0.02305343511450382,0.01534351145038168,0.009694656488549619,0.005206106870229008,0.031773854124080986,0.05386372777884014,0.06087999183708893,0.07856992277129467,0.09402701021311494,0.1238427231596033,0.036877589805295236,0.03641537004132424,0.03020144515489889,0.02364459003169544,0.016546387312862603,0.009679336840497071,0.05419847328244275,0.09083969465648854,0.10534351145038168,0.12900763358778625,0.15725190839694655,0.20229007633587787,0.05419847328244275,0.054199415301039854,0.0561152550539938,0.06205580902566076,0.06679517599340686,0.07384363517107492,0.07976572622323952,0.049629480643039306,0.6954198473282442,0.6826972010178117,0.6697709923664122,0.6473282442748092,0.6259923664122138,0.5875114503816794,0.6033533343504708,0.5776154998784477,0.9163715999989107,1.0495684600391548
e5,intfloat/e5-base-v2,IVFPQ_nlist256_nprobe16,IVF-PQ,768,,,,256.0,16.0,48.0,8.0,13.457965526999942,10.479222773999936,2.978742753000006,0.022900763358778626,0.013994910941475825,0.012213740458015267,0.009236641221374046,0.006641221374045801,0.003770992366412214,0.013563249727371867,0.025617957106506724,0.03587459983084184,0.05153829788003609,0.07321980763406492,0.09928455289728345,0.015947534229976978,0.01689214941123338,0.016853468838201664,0.014637601872730558,0.011662449566589954,0.00709508703822495,0.022900763358778626,0.04122137404580153,0.05877862595419847,0.08854961832061069,0.11526717557251909,0.15801526717557252,0.022900763358778626,0.0237409927067201,0.028374591544262345,0.034099347606515375,0.04042894661147344,0.04666031147546882,0.041842449896000715,0.02626409149522935,0.14580152671755725,0.17989821882951654,0.206412213740458,0.2390076335877863,0.26763358778625956,0.30667175572519084,0.3831478183135442,0.373325000055047,0.4789508001522335,0.6336535600166833
bge,BAAI/bge-base-en-v1.5,IVF_nlist128_nprobe8,IVF-Flat,768,,,,128.0,8.0,,,0.6999369049999586,0.500947731999986,0.19898917299997265,0.0633587786259542,0.03740458015267176,0.027022900763358778,0.018549618320610688,0.011717557251908399,0.006076335877862596,0.0352998446729723,0.061862306807953515,0.07196381259648221,0.09495850874003331,0.1151117206680544,0.1442444136747932,0.04185032699177287,0.04244408687156779,0.035778601247322156,0.02878163828504365,0.020142324227418837,0.011338899851751141,0.0633587786259542,0.10381679389312977,0.12290076335877863,0.1549618320610687,0.18778625954198475,0.23282442748091603,0.0633587786259542,0.06235840044000496,0.0652976821047776,0.07332138099120311,0.07940048877119905,0.08646785104424155,0.09358296948992863,0.05783723068166432,0.8122137404580153,0.7969465648854962,0.7844274809160304,0.7622900763358779,0.7461832061068703,0.7116183206106871,1.2110569534351763,1.1751470000262998,1.7073991999836833,1.9270721300608795
e5,intfloat/e5-base-v2,HNSW_M32_efSearch256,HNSW,768,32.0,200.0,256.0,,,,,44.79669056800003,,,0.07099236641221374,0.04478371501272264,0.03587786259541985,0.024122137404580152,0.015419847328244278,0.00833587786259542,0.04483490851811462,0.08086793750579112,0.10586551414458914,0.13662054261908327,0.16688175381790155,0.21584790218917121,0.05141315003910423,0.05323232323232323,0.04974713581583811,0.03864093799968384,0.02702822504897256,0.015667520727874508,0.07099236641221374,0.12213740458015267,0.15725190839694655,0.19770992366412213,0.23969465648854962,0.3068702290076336,0.07099236641221374,0.07670681321446113,0.08663251182716948,0.09757481995634813,0.10673830018413169,0.11859731688471878,0.11102509170639385,0.07854190638101524,0.9969465648854962,0.9961832061068703,0.9940458015267176,0.9922137404580152,0.9882824427480915,0.9799847328244274,2.086962170232123,2.096976999951039,2.551268499962589,2.914566879983342
e5,intfloat/e5-base-v2,IVFPQ_nlist512_nprobe16,IVF-PQ,768,,,,512.0,16.0,48.0,8.0,15.100016140999742,11.954737483999907,3.145278656999835,0.025190839694656488,0.01603053435114504,0.013282442748091603,0.009236641221374046,0.006297709923664122,0.003770992366412214,0.01582606324972737,0.028357869865503448,0.03823416243222967,0.05172743760489415,0.06943099994586108,0.10211214619570962,0.017976218014385953,0.018856338741834924,0.0181479885678359,0.014735893519160386,0.011094254624130925,0.007109391545001145,0.025190839694656488,0.04732824427480916,0.06412213740458016,0.08473282442748091,0.11297709923664122,0.16259541984732825,0.025190839694656488,0.027006065415169374,0.031039391826149433,0.03587210927375886,0.040987280759026155,0.04859837097040237,0.044505324636618784,0.02817098598428515,0.16793893129770993,0.21704834605597964,0.22946564885496185,0.2534351145038168,0.2773664122137405,0.3169007633587786,0.3182493625955493,0.31143000001065957,0.381278200120505,0.5056974998751691
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist128_nprobe16,IVF-PQ,768,,,,128.0,16.0,48.0,8.0,12.682699771000443,9.769779737000135,2.912920034000308,0.038931297709923665,0.024936386768447834,0.020305343511450382,0.013893129770992368,0.009122137404580155,0.005297709923664122,0.02480582818369078,0.04464225130255665,0.05547155666102913,0.07334361388086363,0.09176595913526997,0.12790666003742124,0.028304159792709407,0.029318705043895884,0.02710807764804173,0.02169162684807995,0.01572251364438675,0.009870060954386086,0.038931297709923665,0.0717557251908397,0.09541984732824428,0.12366412213740458,0.15877862595419848,0.21145038167938932,0.038931297709923665,0.04308989314422925,0.047626706749638294,0.053826241254542245,0.05958204932168374,0.0684155466013718,0.06713072448150322,0.042607455238684304,0.3083969465648855,0.388295165394402,0.40366412213740455,0.4280916030534351,0.4562213740458015,0.4770992366412214,0.5800019870208375,0.567754999792669,0.7452900500311443,0.8211705201892983
bge,BAAI/bge-base-en-v1.5,HNSW_M16_efSearch32,HNSW,768,16.0,200.0,32.0,,,,,32.330048008000176,,,0.06717557251908397,0.0450381679389313,0.034045801526717566,0.02274809160305344,0.014770992366412215,0.00798473282442748,0.040258765083641596,0.07607195422698342,0.09254506976170884,0.12055491191277236,0.15026427200671047,0.19508208038040353,0.04624556952801227,0.05129151728589254,0.04517458281378353,0.03547178688212653,0.025465262696211185,0.014883627876470615,0.06717557251908397,0.12137404580152672,0.1480916030534351,0.18473282442748093,0.22595419847328244,0.283206106870229,0.06717557251908397,0.07366631838318263,0.07919886155731103,0.08850574508316614,0.09739420655127458,0.10835381808285577,0.10615048352742824,0.07084842180319628,0.9274809160305344,0.9208651399491093,0.9178625954198474,0.8940458015267176,0.8545038167938932,0.774793893129771,0.26449103511524075,0.2594269999462995,0.35870344999011644,0.43511265992947473
e5,intfloat/e5-base-v2,HNSW_M32_efSearch128,HNSW,768,32.0,200.0,128.0,,,,,44.79669056800003,,,0.07022900763358779,0.04478371501272264,0.03603053435114504,0.024122137404580152,0.015381679389312978,0.00835114503816794,0.044071549739488666,0.08048625811647814,0.1062471935339021,0.1360480235351138,0.16642373855072595,0.21624230422479465,0.05064979126047828,0.053155987354460636,0.04996523832401695,0.03861119674856855,0.02697402988027357,0.015699173372230594,0.07022900763358779,0.12213740458015267,0.15725190839694655,0.1969465648854962,0.23969465648854962,0.30763358778625954,0.07022900763358779,0.07617748008192887,0.08637797441786717,0.09699822317801705,0.10617410496532328,0.11820791579316423,0.11044034354206668,0.07798058242705613,0.9862595419847329,0.98676844783715,0.9819847328244276,0.9763358778625955,0.9662213740458016,0.9445343511450383,1.1484537648865771,1.1543069999788713,1.3971129000196922,1.577537559969642
e5,intfloat/e5-base-v2,IVFPQ_nlist512_nprobe8,IVF-PQ,768,,,,512.0,8.0,48.0,8.0,15.100016140999742,11.954737483999907,3.145278656999835,0.022137404580152672,0.01475826972010178,0.012061068702290076,0.008320610687022901,0.0057251908396946565,0.0034198473282442752,0.01353598691384951,0.025686114140312608,0.034671821465308554,0.04679741215960154,0.06263801557654083,0.09232025233893026,0.01543168875229944,0.017176949428857825,0.016409777669319656,0.013268266574434208,0.010056056979560893,0.00644212814600147,0.022137404580152672,0.044274809160305344,0.05801526717557252,0.07709923664122137,0.10381679389312977,0.14580152671755725,0.022137404580152672,0.02430921962744903,0.02785493094782273,0.03217120182827329,0.036791143186235296,0.043704168676866745,0.040289618700450905,0.024999092881571865,0.15267175572519084,0.20025445292620864,0.2148091603053435,0.24015267175572522,0.26049618320610685,0.29387786259541987,0.25875910076672687,0.25318300004073535,0.30055790025471646,0.4386473701742958
e5,intfloat/e5-base-v2,IVF_nlist128_nprobe4,IVF-Flat,768,,,,128.0,4.0,,,0.6900267430000895,0.5220688440001595,0.16795789899992997,0.042748091603053436,0.02569974554707379,0.018931297709923668,0.012213740458015267,0.007442748091603053,0.0038778625954198473,0.024629599931575683,0.04531874327339078,0.053141353233405325,0.06532494198147352,0.07766227386079014,0.09578053388744712,0.029255146888734672,0.030063227696815485,0.025842045994717754,0.01919786837064249,0.012953928729770298,0.00726542004906913,0.042748091603053436,0.0732824427480916,0.08549618320610687,0.10916030534351145,0.1282442748091603,0.15725190839694655,0.042748091603053436,0.04377156689325656,0.04654663742242828,0.050734306344050815,0.05432626306481167,0.05893597462200545,0.06407641197728318,0.039907403490189584,0.48778625954198473,0.48778625954198473,0.47053435114503817,0.4658015267175573,0.4548854961832061,0.43676335877862604,0.54438566870528,0.528196499999467,0.810714450017258,0.8984776300167144
bge,BAAI/bge-base-en-v1.5,IVF_nlist256_nprobe32,IVF-Flat,768,,,,256.0,32.0,,,1.6909005310003522,1.4442827090001629,0.24661782200018934,0.06870229007633588,0.04503816793893129,0.03251908396946566,0.02206106870229008,0.014389312977099238,0.007541984732824428,0.04144197119051183,0.07765774121353375,0.08879254154353176,0.11724616171470918,0.15105172563140917,0.18931324782422904,0.04772139650002245,0.05174220739307119,0.04307502108752286,0.034393132854541666,0.024920388148578474,0.014113182236879962,0.06870229007633588,0.12290076335877863,0.14427480916030536,0.18167938931297709,0.22748091603053436,0.28473282442748094,0.06870229007633588,0.07504354362927583,0.07829501201834925,0.08789641757901677,0.09761415874364367,0.10681060102964371,0.10722033543392738,0.07051895030186067,0.9244274809160306,0.9099236641221374,0.9029007633587786,0.8927480916030535,0.8810305343511451,0.8572213740458016,2.507816893893408,2.43201599994336,3.3419835499444157,3.806101189959464
e5,intfloat/e5-base-v2,IVF_nlist64_nprobe16,IVF-Flat,768,,,,64.0,16.0,,,0.36619039200013503,0.2085913220000748,0.15759907000006024,0.06259541984732825,0.040966921119592874,0.03206106870229008,0.02068702290076336,0.012977099236641221,0.006732824427480916,0.03889767357324609,0.07364026272086444,0.09544460659581898,0.11795630293057559,0.1414421266669835,0.17676865552404672,0.044888250002753816,0.048448608219600585,0.04443007797969631,0.03300669192922432,0.022678740113912767,0.012644322083000188,0.06259541984732825,0.1099236641221374,0.14198473282442747,0.17480916030534352,0.21068702290076335,0.2603053435114504,0.06259541984732825,0.06936608954820679,0.07777670278781708,0.08586050913562433,0.09284842980426976,0.10124835196867654,0.09896954454934274,0.06847809987136794,0.867175572519084,0.867175572519084,0.8575572519083968,0.8499236641221375,0.8420992366412214,0.8384580152671757,5.213129028243549,5.175651000058679,5.966896800100585,6.412169200189055
e5,intfloat/e5-base-v2,HNSW_M64_efSearch128,HNSW,768,64.0,200.0,128.0,,,,,49.28337829399993,,,0.06870229007633588,0.043765903307888036,0.03496183206106871,0.02366412213740458,0.015267175572519083,0.008259541984732825,0.04343541742396704,0.07889592732767407,0.10332098488250262,0.13407601335699673,0.16460307089663004,0.21206794700326867,0.049759206018748,0.051996409019309776,0.04849001719230728,0.03790058420589494,0.02670374913881621,0.015503725660282979,0.06870229007633588,0.11908396946564885,0.15419847328244274,0.1946564885496183,0.2381679389312977,0.30381679389312977,0.06870229007633588,0.0746904609709586,0.08431635323188955,0.09528739183702228,0.10458199771364526,0.11616922748816613,0.10840805917054054,0.07658790007994112,0.983206106870229,0.9837150127226462,0.9819847328244276,0.978854961832061,0.9708396946564887,0.9519847328244274,1.329205293892016,1.3384284998210205,1.6673171999968872,1.842068969881439
bge,BAAI/bge-base-en-v1.5,HNSW_M32_efSearch256,HNSW,768,32.0,200.0,256.0,,,,,39.20316088300001,,,0.0717557251908397,0.04885496183206107,0.03618320610687023,0.024427480916030534,0.01583969465648855,0.008549618320610686,0.04315952844242023,0.08312847912701977,0.10082604451214923,0.13115257336921243,0.16578510929609053,0.21476855165411987,0.04968068403182907,0.056243600825762345,0.04876474309006864,0.03827566541539953,0.027480352222316196,0.016005376974256514,0.0717557251908397,0.13129770992366413,0.15801526717557252,0.19923664122137405,0.24580152671755726,0.3114503816793893,0.0717557251908397,0.07958232975422308,0.0854985064797688,0.09593258670204365,0.10606024174926192,0.11797938818172563,0.11443306130160136,0.07688275899117447,0.9961832061068703,0.9956743002544529,0.9961832061068703,0.9948854961832059,0.9928625954198474,0.9868396946564886,1.744783919090135,1.7365334999794868,2.22647054998788,2.420273140014615
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist128_nprobe64,IVF-PQ,768,,,,128.0,64.0,48.0,8.0,12.682699771000443,9.769779737000135,2.912920034000308,0.038931297709923665,0.025445292620865135,0.020916030534351145,0.014732824427480914,0.009694656488549619,0.005770992366412214,0.02480582818369078,0.046168968859808555,0.05734814699181795,0.07744666731597814,0.09809547567471018,0.14010449718754844,0.028304159792709407,0.030082063822521838,0.027925263007211817,0.02302430604335456,0.016725571461666273,0.010759657999409304,0.038931297709923665,0.0732824427480916,0.0984732824427481,0.13053435114503817,0.166412213740458,0.22595419847328244,0.038931297709923665,0.04395319829962731,0.048760607746397684,0.05581316604727184,0.06215253998965798,0.07231193795278573,0.0687202458154341,0.04412519439767562,0.31297709923664124,0.3936386768447837,0.41007633587786263,0.4355725190839695,0.4658015267175572,0.49067175572519084,1.8745988641273144,1.850964499908514,2.1916159999364027,2.3840542797142916
e5,intfloat/e5-base-v2,IVFPQ_nlist256_nprobe32,IVF-PQ,768,,,,256.0,32.0,48.0,8.0,13.457965526999942,10.479222773999936,2.978742753000006,0.022900763358778626,0.013994910941475825,0.01282442748091603,0.009541984732824428,0.007022900763358778,0.004106870229007634,0.013563249727371867,0.02590421664849146,0.0376557703143024,0.05293778897418366,0.07813801919349783,0.11029055071625837,0.015947534229976978,0.01705870041747904,0.017734966475424493,0.015136721074139835,0.01235605513374348,0.007741263582997593,0.022900763358778626,0.04045801526717557,0.06030534351145038,0.0900763358778626,0.12137404580152672,0.17022900763358778,0.022900763358778626,0.023842807043610054,0.02931084585446027,0.03498742354441229,0.042247068721266885,0.04978762263299576,0.04259211237749581,0.027499795020307152,0.1480916030534351,0.18575063613231552,0.21282442748091604,0.24595419847328248,0.27568702290076336,0.3185648854961832,0.61310798243838,0.6089080000037939,0.728564749852012,0.8687004701141635
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist128_nprobe4,IVF-PQ,768,,,,128.0,4.0,48.0,8.0,12.682699771000443,9.769779737000135,2.912920034000308,0.03358778625954199,0.021374045801526718,0.01786259541984733,0.011984732824427483,0.007709923664122139,0.0043664122137404586,0.02208106143220647,0.039970010905125405,0.05048125010583709,0.06401488493381409,0.07742996010461445,0.10205984675740187,0.02489579546831455,0.02567821067821068,0.024170678769915414,0.018783568143221206,0.013263435840292524,0.008107451814380004,0.03358778625954199,0.06259541984732825,0.08625954198473282,0.1083969465648855,0.13511450381679388,0.17480916030534352,0.03358778625954199,0.0377535565637497,0.042335561872783714,0.047128194565904134,0.05131354501912106,0.0575656141855012,0.057806854315534124,0.03699071651613527,0.2778625954198473,0.3506361323155216,0.3662595419847328,0.3864885496183206,0.4072137404580153,0.42114503816793897,0.24691818549114963,0.2375724998273654,0.32430185005978274,0.3976790198521489
e5,intfloat/e5-base-v2,HNSW_M64_efSearch32,HNSW,768,64.0,200.0,32.0,,,,,49.28337829399993,,,0.06641221374045801,0.04325699745547073,0.03389312977099237,0.02305343511450382,0.014923664122137406,0.00798473282442748,0.04222676602447595,0.07919332363988853,0.10179177268871924,0.13209230492586835,0.16363010028344838,0.20760056685560113,0.04830882433935869,0.05185464238899353,0.04734525440632311,0.03700988297670436,0.026216178278847577,0.015003888292740854,0.06641221374045801,0.116793893129771,0.14885496183206107,0.19083969465648856,0.23206106870229007,0.2931297709923664,0.06641221374045801,0.07388659908796603,0.08272240329501289,0.09366167313921604,0.10311957390289295,0.11387608919258739,0.1053754140887877,0.07549211989234235,0.9183206106870229,0.9048346055979644,0.8990839694656488,0.8741984732824429,0.8443129770992365,0.7768091603053436,0.4528077343556946,0.4469645000426681,0.6042524000804406,0.689754920013002
e5,intfloat/e5-base-v2,IVFPQ_nlist256_nprobe64,IVF-PQ,768,,,,256.0,64.0,48.0,8.0,13.457965526999942,10.479222773999936,2.978742753000006,0.022900763358778626,0.01450381679389313,0.013129770992366412,0.009770992366412214,0.007213740458015267,0.004229007633587787,0.013563249727371867,0.02641312250090876,0.0383555158613762,0.05395560067901827,0.07979196321385408,0.11308953290455354,0.015947534229976978,0.017567606269896344,0.01816511308877721,0.015508613812444786,0.012697001940007247,0.007973436158452864,0.022900763358778626,0.04122137404580153,0.061068702290076333,0.09083969465648854,0.12366412213740458,0.1732824427480916,0.022900763358778626,0.024247937787104133,0.029768819921241314,0.03558889372024517,0.043052115991651686,0.05086323428779106,0.04301258017684805,0.028039822172057378,0.1480916030534351,0.1900763358778626,0.21709923664122135,0.24938931297709924,0.28015267175572517,0.32441221374045803,1.0547936687027049,1.0463070000241714,1.2202027000512317,1.3607593298593204
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist512_nprobe4,IVF-PQ,768,,,,512.0,4.0,48.0,8.0,15.581190139000228,12.47655480000003,3.104635339000197,0.03969465648854962,0.02417302798982188,0.018473282442748092,0.012061068702290076,0.00797709923664122,0.004656488549618321,0.024838543559917606,0.042354295407730516,0.052643769520264894,0.0673996158791647,0.08441317832829069,0.11512332197399787,0.02804249185928575,0.027814365447953234,0.024873191469509382,0.019009848489278218,0.013823278924122426,0.008680709048595768,0.03969465648854962,0.06870229007633588,0.08778625954198473,0.1099236641221374,0.13816793893129772,0.18473282442748093,0.03969465648854962,0.04202318856682073,0.0456005944202202,0.05041616702583328,0.05564324711523531,0.06314219192285712,0.06338390625988811,0.04065143309101235,0.3427480916030534,0.3994910941475827,0.40946564885496184,0.4203053435114504,0.42347328244274807,0.4139389312977099,0.2220849068763729,0.21430000015243422,0.27528385023742885,0.36551145989960837
e5,intfloat/e5-base-v2,IVFPQ_nlist64_nprobe32,IVF-PQ,768,,,,64.0,32.0,48.0,8.0,12.090454093999597,9.114651146999677,2.97580294699992,0.028244274809160305,0.017811704834605598,0.014961832061068703,0.010152671755725191,0.007213740458015267,0.004320610687022901,0.021723918575063613,0.036582151944747364,0.047100448321822364,0.060349150921263965,0.08445947443998442,0.11875283300478438,0.023390282321580032,0.022510657281649648,0.02129279541493282,0.016475611883024995,0.01285223402201556,0.008179628181154428,0.028244274809160305,0.05267175572519084,0.07251908396946564,0.09236641221374046,0.12595419847328243,0.17404580152671756,0.028244274809160305,0.03368241679208687,0.03841265006926719,0.04328284732413654,0.05018566445717756,0.05831709615281007,0.04984992991525276,0.03625376518236792,0.1480916030534351,0.1969465648854962,0.2203053435114504,0.2440458015267176,0.2708396946564885,0.30697709923664124,1.9518782213795403,1.9354690000454866,2.23181274984654,2.503651209767668
bge,BAAI/bge-base-en-v1.5,IVFPQ_nlist256_nprobe64,IVF-PQ,768,,,,256.0,64.0,48.0,8.0,14.017348950999803,11.015068271000018,3.002280679999785,0.035114503816793895,0.030025445292620863,0.022748091603053435,0.015572519083969465,0.010305343511450382,0.0056793893129771,0.02112807463952502,0.05081894462619653,0.06458575669453533,0.08612186477644493,0.10862745610509653,0.14335858936339635,0.024654065188416334,0.03425905441373501,0.03087826358145173,0.02470824865220465,0.017961916636468907,0.010636634262304056,0.035114503816793895,0.08473282442748091,0.10458015267175573,0.13435114503816795,0.17099236641221374,0.22366412213740458,0.035114503816793895,0.046251771451388056,0.05100900339039567,0.05851198171222668,0.06536007372186528,0.07383507278932974,0.06905961923489279,0.044852415794684734,0.33893129770992364,0.4094147582697201,0.43007633587786265,0.44725190839694656,0.47435114503816794,0.489618320610687,1.0350423709875058,1.0158019999835233,1.274503599802301,1.3877722099550742
bge,BAAI/bge-base-en-v1.5,HNSW_M32_efSearch32,HNSW,768,32.0,200.0,32.0,,,,,39.20316088300001,,,0.06870229007633588,0.04631043256997455,0.03404580152671756,0.022900763358778626,0.015114503816793894,0.008198473282442748,0.041429248544201394,0.07964065651705975,0.09501179514828156,0.12210465140144315,0.15587071814750775,0.20351237570001182,0.04776072104316379,0.05351326500382345,0.04594697985245808,0.035830136746487974,0.026121545455381426,0.015300731679717629,0.06870229007633588,0.1251908396946565,0.1480916030534351,0.18625954198473282,0.23053435114503817,0.2916030534351145,0.06870229007633588,0.07610938476424249,0.08112438509256287,0.09055350299234731,0.10055926017031398,0.11203499297454014,0.10851952220819457,0.07333168907019261,0.9412213740458015,0.9407124681933844,0.9367938931297709,0.9200763358778627,0.892175572519084,0.8200000000000001,0.32094117022659996,0.3187344999560082,0.44328609993726786,0.5060364600808499
e5,intfloat/e5-base-v2,HNSW_M16_efSearch128,HNSW,768,16.0,200.0,128.0,,,,,36.24942404300009,,,0.06946564885496183,0.04452926208651399,0.035419847328244276,0.02366412213740458,0.01511450381679389,0.008213740458015269,0.04381709681328002,0.07904859908339926,0.10382989073491991,0.13293006642860705,0.16345342110849329,0.21029768477527602,0.050268111871165304,0.05254711785246136,0.048992864641719605,0.03780063264321324,0.026535499328784233,0.015455033097949584,0.06946564885496183,0.11984732824427481,0.1549618320610687,0.19312977099236642,0.23587786259541985,0.30229007633587784,0.06946564885496183,0.07526113125812091,0.08484244938535923,0.09504639442746043,0.10418190600698683,0.11573254863205229,0.10859824766561514,0.07646055716993559,0.9671755725190839,0.9648854961832061,0.9603053435114504,0.9510687022900765,0.93793893129771,0.9045801526717557,0.8306118297734415,0.8300439999402442,1.0005948999719294,1.1049362799326445
bge,BAAI/bge-base-en-v1.5,IVF_nlist128_nprobe16,IVF-Flat,768,,,,128.0,16.0,,,0.6999369049999586,0.500947731999986,0.19898917299997265,0.06870229007633588,0.04402035623409669,0.030839694656488555,0.021526717557251912,0.013587786259541986,0.007099236641221375,0.03878160887992734,0.07498783691821646,0.08524943600615141,0.11380842578651523,0.1389102125643236,0.17461506115085157,0.045391976182277034,0.050424122103511416,0.04126873612841283,0.033531495251382035,0.02342195012687032,0.013262848966636735,0.06870229007633588,0.11984732824427481,0.13740458015267176,0.17862595419847327,0.21755725190839695,0.26641221374045804,0.06870229007633588,0.07276574921349335,0.07522478114749388,0.08511733004847834,0.09248440258059444,0.10103341961224867,0.10504209939990351,0.06717523601813793,0.9015267175572519,0.88676844783715,0.8777099236641223,0.8574809160305343,0.8440839694656489,0.8169160305343512,2.4489220946597854,2.373584499878234,3.2315584999992097,3.6817482599030886
e5,intfloat/e5-base-v2,HNSW_M64_efSearch256,HNSW,768,64.0,200.0,256.0,,,,,49.28337829399993,,,0.07022900763358779,0.04427480916030534,0.035419847328244276,0.023816793893129774,0.015267175572519083,0.008259541984732825,0.044071549739488666,0.080040965495613,0.1047204759766502,0.13528466475648784,0.1651755899805995,0.21244962639258164,0.05064979126047828,0.05268343192007314,0.049153412321351266,0.03817499173221086,0.026712836743323656,0.015504301345636391,0.07022900763358779,0.12061068702290076,0.15572519083969466,0.19618320610687023,0.2381679389312977,0.30305343511450383,0.07022900763358779,0.075819252046797,0.08559942472490394,0.09646042384716615,0.10554648362874776,0.11712594897920203,0.10996134776015391,0.07753031354124063,0.9954198473282443,0.9954198473282443,0.9940458015267174,0.9932824427480916,0.9906870229007635,0.983175572519084,2.3805674862561172,2.40158999997675,2.9210174999434453,3.119977559886138
